Country,ICT_Goods_Imports,ICT_Service_Exports
Singapore,98.0222320556641,2.15626001358032
Slovakia,52.4959106445312,0.979390025138855
Slovenia,82.3922576904297,2.09524989128113
Solomon Islands,44.2026786804199,0.8337021895827059
South Africa,27.1743202209473,0.617290019989014
Spain,94.5131072998047,1.43532001972198
Sri Lanka,22.9647026062012,0.105060003697872
Sudan,17.2059803009033,0.224999994039536
Suriname,5.9513897895813,0.8337021895827059
Sweden,83.8976135253906,3.40822005271912
Switzerland,74.1526794433594,3.30644989013672
Syria,46.5840187072754,0.0730599984526634
Tajikistan,34.6658744812012,0.0896899998188019
Tanzania,5.21874570846558,0.514559984207153
Thailand,46.1752090454102,1.159019947052
Timor-Leste,30.8398704528809,0.8337021895827059
Togo,15.0659399032593,0.190740004181862
Tonga,51.2195091247559,0.8337021895827059
Trinidad and Tobago,11.5449304580688,0.047800000756979
Tunisia,38.4501686096191,0.746580004692078
Turkmenistan,18.2516593933105,0.140000000596046
Uganda,4.75620269775391,0.310900002717972
Ukraine,75.9079437255859,0.326530009508133
United Arab Emirates,61.3456115722656,1.49468994140625
United Kingdom,80.1511001586914,2.89710998535156
United States of America,79.361930847168,3.58623003959656
Uruguay,76.3977432250977,0.625919997692108
Uzbekistan,45.8428611755371,0.125269994139671
Vanuatu,4.88091993331909,0.8337021895827059
Venezuela,78.7361907958984,0.689999997615814
Viet Nam,42.2242393493652,0.42493999004364
Yemen,9.31793022155762,0.8337021895827059
Zambia,3.97994995117188,0.278189986944199
Zimbabwe,9.72360515594482,0.8337021895827059
